"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Area (sq km)","2022","Greethill, Galway County","Number","23.2"
"Area (sq km)","2022","Headford, Galway County","Number","20"
"Area (sq km)","2022","Hillsbrook, Galway County","Number","23.4"
"Area (sq km)","2022","Illion, Galway County","Number","36.3"
"Area (sq km)","2022","Inishbofin, Galway County","Number","13.3"
"Area (sq km)","2022","Inishmore, Galway County","Number","47.4"
"Area (sq km)","2022","Island, Galway County","Number","19.7"
"Area (sq km)","2022","Kellysgrove, Galway County","Number","23.3"
"Area (sq km)","2022","Kilbeacanty, Galway County","Number","18.3"
"Area (sq km)","2022","Kilbennan, Galway County","Number","14.1"
"Area (sq km)","2022","Kilchreest, Galway County","Number","23.5"
"Area (sq km)","2022","Kilconickny, Galway County","Number","15.6"
"Area (sq km)","2022","Kilconierin, Galway County","Number","19.5"
"Area (sq km)","2022","Kilconnell, Galway County","Number","28.6"
"Area (sq km)","2022","Kilcoona, Galway County","Number","19.9"
"Area (sq km)","2022","Kilcroan, Galway County","Number","22"
"Area (sq km)","2022","Kilcummin, Galway County, 067121","Number","60.1"
"Area (sq km)","2022","Kilcummin, Galway County, 067122","Number","55.1"
"Area (sq km)","2022","Killaan, Galway County","Number","33.7"
"Area (sq km)","2022","Killallaghtan, Galway County","Number","31.8"
"Area (sq km)","2022","Killannin, Galway County","Number","70.1"
"Area (sq km)","2022","Killeany, Galway County","Number","19.9"
"Area (sq km)","2022","Killeely, Galway County","Number","26.8"
"Area (sq km)","2022","Killeen, Galway County","Number","22.6"
"Area (sq km)","2022","Killeenavarra, Galway County","Number","25.2"
"Area (sq km)","2022","Killererin, Galway County","Number","22.3"
"Area (sq km)","2022","Killeroran, Galway County","Number","55.4"
"Area (sq km)","2022","Killian, Galway County","Number","26.6"
"Area (sq km)","2022","Killimor, Galway County, 067133","Number","24.4"
"Area (sq km)","2022","Killimor, Galway County, 067134","Number","26.3"
"Area (sq km)","2022","Killinny, Galway County","Number","33.7"
"Area (sq km)","2022","Killogilleen, Galway County","Number","25.2"
"Area (sq km)","2022","Killoran, Galway County","Number","19.2"
"Area (sq km)","2022","Killower, Galway County","Number","32.9"
"Area (sq km)","2022","Killure, Galway County","Number","36.7"
"Area (sq km)","2022","Killursa, Galway County","Number","42.5"
"Area (sq km)","2022","Kilmacshane, Galway County","Number","30.3"
"Area (sq km)","2022","Kilmalinoge, Galway County","Number","20.1"
"Area (sq km)","2022","Kilmeen, Galway County","Number","30.3"
"Area (sq km)","2022","Kilmoylan, Galway County","Number","22.6"
"Area (sq km)","2022","Kilquain, Galway County","Number","21.9"
"Area (sq km)","2022","Kilreekill, Galway County","Number","22.5"
"Area (sq km)","2022","Kilshanvy, Galway County","Number","20.7"
"Area (sq km)","2022","Kiltartan, Galway County","Number","31.9"
"Area (sq km)","2022","Kilteskill, Galway County","Number","20.7"
"Area (sq km)","2022","Kilthomas, Galway County","Number","21.4"
"Area (sq km)","2022","Kiltormer, Galway County","Number","26.3"
"Area (sq km)","2022","Kiltullagh, Galway County, 067152","Number","20.5"
"Area (sq km)","2022","Kiltullagh, Galway County, 067153","Number","15.9"
"Area (sq km)","2022","Kinvarra, Galway County","Number","32.7"
"Area (sq km)","2022","Knockboy, Galway County","Number","36.1"
"Area (sq km)","2022","Kylemore, Galway County","Number","25.5"
"Area (sq km)","2022","Lackaghbeg, Galway County","Number","19.9"
"Area (sq km)","2022","Lackalea, Galway County","Number","12.4"
"Area (sq km)","2022","Laurencetown, Galway County","Number","21.5"
"Area (sq km)","2022","Leitrim, Galway County","Number","17.2"
"Area (sq km)","2022","Letterbrickaun, Galway County","Number","58.1"
"Area (sq km)","2022","Letterfore, Galway County","Number","90.2"
"Area (sq km)","2022","Lettermore, Galway County","Number","16.3"
"Area (sq km)","2022","Levally, Galway County","Number","20.2"
"Area (sq km)","2022","Liscananaun, Galway County","Number","21.3"
"Area (sq km)","2022","Lisheenavalla, Galway County","Number","17.5"
"Area (sq km)","2022","Lismanny, Galway County","Number","22.2"
"Area (sq km)","2022","Loughatorick/Coos/Marblehill, Galway County","Number","109.6"
"Area (sq km)","2022","Loughrea Rural, Galway County","Number","27.5"
"Area (sq km)","2022","Loughrea Urban, Galway County","Number","5.3"
"Area (sq km)","2022","Meelick, Galway County","Number","26.2"
"Area (sq km)","2022","Milltown, Galway County","Number","27.9"
"Area (sq km)","2022","Moat, Galway County","Number","11.2"
"Area (sq km)","2022","Monivea, Galway County","Number","20.7"
"Area (sq km)","2022","Mount Bellew, Galway County","Number","43.8"
"Area (sq km)","2022","Mountain, Galway County","Number","24.4"
"Area (sq km)","2022","Mounthazel, Galway County","Number","30.4"
"Area (sq km)","2022","Moycullen, Galway County","Number","27.3"
"Area (sq km)","2022","Moyne, Galway County","Number","20.6"
"Area (sq km)","2022","Moyode, Galway County","Number","13.1"
"Area (sq km)","2022","Moyrus, Galway County","Number","87.9"
"Area (sq km)","2022","Oatfield, Galway County","Number","22.8"
"Area (sq km)","2022","Oranmore, Galway County","Number","22.4"
"Area (sq km)","2022","Oughterard, Galway County","Number","119.6"
"Area (sq km)","2022","Owengowla, Galway County","Number","54.3"
"Area (sq km)","2022","Pallas, Galway County","Number","20.7"
"Area (sq km)","2022","Portumna, Galway County","Number","48.4"
"Area (sq km)","2022","Raford, Galway County","Number","15.7"
"Area (sq km)","2022","Rahasane, Galway County","Number","15.7"
"Area (sq km)","2022","Raheen, Galway County","Number","22.9"
"Area (sq km)","2022","Rinvyle, Galway County","Number","55.5"
"Area (sq km)","2022","Roundstone, Galway County","Number","28"
"Area (sq km)","2022","Ryehill, Galway County","Number","17.4"
"Area (sq km)","2022","Scregg, Galway County","Number","19.4"
"Area (sq km)","2022","Selerna, Galway County","Number","68.4"
"Area (sq km)","2022","Shankill, Galway County","Number","18.8"
"Area (sq km)","2022","Sillerna, Galway County","Number","23.5"
"Area (sq km)","2022","Skannive, Galway County","Number","41.7"
"Area (sq km)","2022","Skehanagh, Galway County","Number","15.9"
"Area (sq km)","2022","Slieveaneena, Galway County","Number","57.9"
"Area (sq km)","2022","Spiddle, Galway County","Number","35.5"
"Area (sq km)","2022","Stradbally, Galway County","Number","16.4"
"Area (sq km)","2022","Taghboy, Galway County","Number","26"
"Area (sq km)","2022","Templetogher, Galway County","Number","24.7"
"Area (sq km)","2022","Tiaquin, Galway County","Number","22.3"
"Area (sq km)","2022","Tiranascragh, Galway County","Number","11.9"
"Area (sq km)","2022","Toberadosh, Galway County","Number","19.9"
"Area (sq km)","2022","Toberroe, Galway County","Number","22.4"
"Area (sq km)","2022","Tuam Rural, Galway County","Number","35"
"Area (sq km)","2022","Tuam Urban, Galway County","Number","2.4"
"Area (sq km)","2022","Tullokyne, Galway County","Number","28.8"
"Area (sq km)","2022","Turlough, Galway County","Number","63.2"
"Area (sq km)","2022","Tynagh, Galway County","Number","13.8"
"Area (sq km)","2022","Woodford, Galway County","Number","23.5"
"Area (sq km)","2022","Wormhole, Galway County","Number","60.3"
"Area (sq km)","2022","Aghacashel, Leitrim","Number","10.2"
"Area (sq km)","2022","Aghanlish/Aghalateeve, Leitrim","Number","37.4"
"Area (sq km)","2022","Aghavas, Leitrim","Number","16.3"
"Area (sq km)","2022","Annaduff, Leitrim","Number","11.9"
"Area (sq km)","2022","Arigna/Drumkeeran/Killarga, Leitrim","Number","79.4"
"Area (sq km)","2022","Ballaghameehan, Leitrim","Number","28.1"
"Area (sq km)","2022","Ballinamore, Leitrim","Number","18.2"
"Area (sq km)","2022","Barnameenagh, Leitrim","Number","29.9"
"Area (sq km)","2022","Beihy, Leitrim","Number","22.3"
"Area (sq km)","2022","Belhavel, Leitrim","Number","21.6"
"Area (sq km)","2022","Breandrum, Leitrim","Number","16.6"
"Area (sq km)","2022","Bunnybeg, Leitrim","Number","13.1"
"Area (sq km)","2022","Carrick-On-Shannon, Leitrim","Number","24.3"
"Area (sq km)","2022","Carrigallen East, Leitrim","Number","14"
"Area (sq km)","2022","Carrigallen West, Leitrim","Number","15.7"
"Area (sq km)","2022","Cashel, Leitrim","Number","11.4"
"Area (sq km)","2022","Castlefore, Leitrim","Number","14.1"
"Area (sq km)","2022","Cattan, Leitrim","Number","16.7"
"Area (sq km)","2022","Cloonclare, Leitrim","Number","19.9"
"Area (sq km)","2022","Cloone, Leitrim","Number","18"
"Area (sq km)","2022","Cloonlogher, Leitrim","Number","33.3"
"Area (sq km)","2022","Cloverhill, Leitrim","Number","19.4"
"Area (sq km)","2022","Corrala, Leitrim","Number","15.8"
"Area (sq km)","2022","Corriga, Leitrim","Number","12.4"
"Area (sq km)","2022","Drumahaire, Leitrim","Number","34.3"
"Area (sq km)","2022","Drumard, Leitrim","Number","12.7"
"Area (sq km)","2022","Drumdoo, Leitrim","Number","15.6"
"Area (sq km)","2022","Drumod, Leitrim","Number","22.2"
"Area (sq km)","2022","Drumreilly North, Leitrim","Number","12.5"
"Area (sq km)","2022","Drumreilly South, Leitrim","Number","10.8"
"Area (sq km)","2022","Drumreilly West/Drumreilly East, Leitrim","Number","46.9"
"Area (sq km)","2022","Drumshanbo, Leitrim","Number","15.9"
"Area (sq km)","2022","Drumsna, Leitrim","Number","21.7"
"Area (sq km)","2022","Fenagh, Leitrim","Number","15.4"
"Area (sq km)","2022","Garadice, Leitrim","Number","22.7"
"Area (sq km)","2022","Garvagh, Leitrim","Number","17.9"
"Area (sq km)","2022","Glenade, Leitrim","Number","28.5"
"Area (sq km)","2022","Glenaniff, Leitrim","Number","33.2"
"Area (sq km)","2022","Glenboy, Leitrim","Number","25.7"
"Area (sq km)","2022","Glencar, Leitrim","Number","37"
"Area (sq km)","2022","Glenfarn, Leitrim","Number","19.1"
"Area (sq km)","2022","Gortermone, Leitrim","Number","16.6"
"Area (sq km)","2022","Gortnagullion, Leitrim","Number","18.2"
"Area (sq km)","2022","Gowel, Leitrim","Number","13.5"
"Area (sq km)","2022","Greaghglass/Stralongford, Leitrim","Number","37.8"
"Area (sq km)","2022","Gubacreeny, Leitrim","Number","23.8"
"Area (sq km)","2022","Keeldra, Leitrim","Number","15.3"
"Area (sq km)","2022","Keshcarrigan, Leitrim","Number","10.4"
"Area (sq km)","2022","Killanummery, Leitrim","Number","20.8"
"Area (sq km)","2022","Killygar, Leitrim","Number","12.6"
"Area (sq km)","2022","Kiltubbrid, Leitrim","Number","12.2"
"Area (sq km)","2022","Kiltyclogher, Leitrim","Number","31.6"
"Area (sq km)","2022","Kinlough, Leitrim","Number","22.2"
"Area (sq km)","2022","Leitrim, Leitrim","Number","22.9"
"Area (sq km)","2022","Lisgillock, Leitrim","Number","14.3"
"Area (sq km)","2022","Lurganboy, Leitrim","Number","29.6"
"Area (sq km)","2022","Mahanagh, Leitrim","Number","33.1"
"Area (sq km)","2022","Manorhamilton, Leitrim","Number","33.6"
"Area (sq km)","2022","Melvin/Aghavoghil, Leitrim","Number","40.5"
"Area (sq km)","2022","Moher, Leitrim","Number","16.9"
"Area (sq km)","2022","Mohill, Leitrim","Number","22.3"
"Area (sq km)","2022","Munakill, Leitrim","Number","21.2"
"Area (sq km)","2022","Newtowngore, Leitrim","Number","16.3"
"Area (sq km)","2022","Oughteragh, Leitrim","Number","10.8"
"Area (sq km)","2022","Rinn, Leitrim","Number","18.6"
"Area (sq km)","2022","Riverstown, Leitrim","Number","21.8"
"Area (sq km)","2022","Roosky, Leitrim","Number","18.6"
"Area (sq km)","2022","Rowan, Leitrim","Number","16.8"
"Area (sq km)","2022","Sramore, Leitrim","Number","29.8"
"Area (sq km)","2022","St. Patrick's, Leitrim","Number","28.9"
"Area (sq km)","2022","Tullaghan, Leitrim","Number","25.4"
"Area (sq km)","2022","Yugan, Leitrim","Number","19.2"
"Area (sq km)","2022","Achill, Mayo","Number","35.8"
"Area (sq km)","2022","Addergoole, Mayo","Number","53.3"
"Area (sq km)","2022","Aghagower North, Mayo","Number","22.4"
"Area (sq km)","2022","Aghagower South, Mayo","Number","23.1"
"Area (sq km)","2022","Aghamore, Mayo","Number","26"
"Area (sq km)","2022","Aillemore, Mayo","Number","30.2"
"Area (sq km)","2022","An Geata Mór Theas, Mayo","Number","41.7"
"Area (sq km)","2022","An Geata Mór Thuaidh, Mayo","Number","43.1"
"Area (sq km)","2022","Ardagh, Mayo","Number","19.2"
"Area (sq km)","2022","Ardnaree North, Mayo","Number","18.4"
"Area (sq km)","2022","Ardnaree South Rural, Mayo","Number","19.5"
"Area (sq km)","2022","Ardnaree South Urban, Mayo","Number","1.7"
"Area (sq km)","2022","Attymass East, Mayo","Number","21"
"Area (sq km)","2022","Attymass West, Mayo","Number","20.1"
"Area (sq km)","2022","Balla, Mayo","Number","36.2"
"Area (sq km)","2022","Ballina Rural, Mayo","Number","33.8"
"Area (sq km)","2022","Ballina Urban, Mayo","Number","2.7"
"Area (sq km)","2022","Ballinafad, Mayo","Number","21.9"
"Area (sq km)","2022","Ballinamore, Mayo","Number","19.8"
"Area (sq km)","2022","Ballinchalla, Mayo","Number","44.2"
"Area (sq km)","2022","Ballindine, Mayo","Number","22.3"
"Area (sq km)","2022","Ballinrobe, Mayo","Number","55.3"
"Area (sq km)","2022","Ballycastle, Mayo","Number","63.9"
"Area (sq km)","2022","Ballycroy North, Mayo","Number","83.4"
"Area (sq km)","2022","Ballycroy South, Mayo","Number","127"
"Area (sq km)","2022","Ballyhaunis, Mayo","Number","29.9"
"Area (sq km)","2022","Ballyhean, Mayo","Number","16.7"
"Area (sq km)","2022","Ballyhowly, Mayo","Number","21.8"
"Area (sq km)","2022","Ballynagoraher, Mayo","Number","44.8"
"Area (sq km)","2022","Ballyovey, Mayo","Number","33.2"
"Area (sq km)","2022","Ballysakeery, Mayo","Number","27.6"
"Area (sq km)","2022","Bangor, Mayo","Number","46.5"
"Area (sq km)","2022","Barroosky, Mayo","Number","48.2"
"Area (sq km)","2022","Bekan, Mayo","Number","35.3"
"Area (sq km)","2022","Beldergmore, Mayo","Number","79.7"
"Area (sq km)","2022","Bellavary, Mayo","Number","33.2"
"Area (sq km)","2022","Belmullet, Mayo","Number","45.4"
"Area (sq km)","2022","Bohola, Mayo","Number","12.1"
"Area (sq km)","2022","Brackloon, Mayo","Number","30.6"
"Area (sq km)","2022","Breaghwy, Mayo","Number","24.1"
"Area (sq km)","2022","Burren, Mayo","Number","37.2"
"Area (sq km)","2022","Burriscarra, Mayo","Number","28.5"
"Area (sq km)","2022","Callow, Mayo","Number","31"
"Area (sq km)","2022","Cappaghduff, Mayo","Number","47.3"
"Area (sq km)","2022","Caraun, Mayo","Number","22.9"
"Area (sq km)","2022","Carrowmore, Mayo","Number","33.8"
"Area (sq km)","2022","Castlebar Rural, Mayo","Number","40.9"
"Area (sq km)","2022","Castlebar Urban, Mayo","Number","4"
"Area (sq km)","2022","Clare Island, Mayo","Number","22.8"
"Area (sq km)","2022","Claremorris, Mayo","Number","22.9"
"Area (sq km)","2022","Clogher, Mayo, 157052","Number","20.5"
"Area (sq km)","2022","Clogher, Mayo, 157053","Number","22.1"
"Area (sq km)","2022","Cloghermore, Mayo","Number","13.6"
"Area (sq km)","2022","Cloonkeen, Mayo","Number","27.1"
"Area (sq km)","2022","Cloonmore, Mayo","Number","31"
"Area (sq km)","2022","Cong, Mayo","Number","35.9"
"Area (sq km)","2022","Coolnaha, Mayo","Number","23.4"
"Area (sq km)","2022","Coonard, Mayo","Number","18.1"
"Area (sq km)","2022","Corraun, Mayo","Number","74.1"
"Area (sq km)","2022","Course, Mayo","Number","25.3"
"Area (sq km)","2022","Croaghmoyle, Mayo","Number","31.5"
"Area (sq km)","2022","Croaghpatrick, Mayo","Number","29.3"
"Area (sq km)","2022","Crossboyne, Mayo","Number","13.9"
"Area (sq km)","2022","Crossmolina North, Mayo","Number","28.3"
"Area (sq km)","2022","Crossmolina South, Mayo","Number","38.7"
"Area (sq km)","2022","Cuildoo, Mayo","Number","22"
"Area (sq km)","2022","Culnacleha, Mayo","Number","29.2"
"Area (sq km)","2022","Dalgan, Mayo","Number","35.3"
"Area (sq km)","2022","Deel, Mayo","Number","43.1"
"Area (sq km)","2022","Derry, Mayo","Number","65.5"
"Area (sq km)","2022","Derryloughan, Mayo","Number","28.4"
"Area (sq km)","2022","Doocastle, Mayo","Number","36.3"
"Area (sq km)","2022","Dooega, Mayo","Number","41.9"
"Area (sq km)","2022","Drummin, Mayo","Number","54.8"
"Area (sq km)","2022","Emlagh, Mayo","Number","26.4"
"Area (sq km)","2022","Erriff, Mayo","Number","82.5"
"Area (sq km)","2022","Fortland, Mayo","Number","24.5"
"Area (sq km)","2022","Garrymore, Mayo","Number","24.8"
"Area (sq km)","2022","Glenamoy, Mayo","Number","57.9"
"Area (sq km)","2022","Glencastle, Mayo","Number","36.8"
"Area (sq km)","2022","Glenhest, Mayo","Number","45.8"
"Area (sq km)","2022","Goolamore, Mayo","Number","36.5"
"Area (sq km)","2022","Hollymount, Mayo","Number","34.9"
"Area (sq km)","2022","Houndswood, Mayo","Number","31.9"
"Area (sq km)","2022","Islandeady, Mayo","Number","42"
"Area (sq km)","2022","Kilbeagh, Mayo","Number","38.8"
"Area (sq km)","2022","Kilcolman, Mayo","Number","20.3"
"Area (sq km)","2022","Kilcommon, Mayo","Number","39.7"
"Area (sq km)","2022","Kilfian East, Mayo","Number","24.8"
"Area (sq km)","2022","Kilfian South, Mayo","Number","74.6"
"Area (sq km)","2022","Kilfian West, Mayo","Number","86.4"
"Area (sq km)","2022","Kilgarvan, Mayo","Number","55.1"
"Area (sq km)","2022","Kilgeever, Mayo","Number","61.7"
"Area (sq km)","2022","Kilkelly, Mayo","Number","40.8"
"Area (sq km)","2022","Killala, Mayo","Number","41.2"
"Area (sq km)","2022","Killavally, Mayo","Number","23.5"
"Area (sq km)","2022","Killedan, Mayo","Number","25"
"Area (sq km)","2022","Kilmaclasser, Mayo","Number","23.5"
"Area (sq km)","2022","Kilmaine, Mayo","Number","40.1"
"Area (sq km)","2022","Kilmeena, Mayo","Number","36.2"
"Area (sq km)","2022","Kilmovee, Mayo","Number","32.7"
"Area (sq km)","2022","Kilsallagh, Mayo","Number","36.8"
"Area (sq km)","2022","Kiltamagh, Mayo","Number","18.9"
"Area (sq km)","2022","Kilvine, Mayo","Number","26.7"
"Area (sq km)","2022","Knappagh, Mayo","Number","25.7"
"Area (sq km)","2022","Knock North, Mayo","Number","26.8"
"Area (sq km)","2022","Knock South, Mayo","Number","27.2"
"Area (sq km)","2022","Knockadaff, Mayo","Number","33.2"
"Area (sq km)","2022","Knocknalower, Mayo","Number","46.5"
"Area (sq km)","2022","Lackan North, Mayo","Number","34.8"
"Area (sq km)","2022","Lackan South, Mayo","Number","20.2"
"Area (sq km)","2022","Letterbrick, Mayo","Number","34.9"
"Area (sq km)","2022","Loughanboy, Mayo","Number","23.7"
"Area (sq km)","2022","Louisburgh, Mayo","Number","23.3"
"Area (sq km)","2022","Manulla, Mayo","Number","30.9"
"Area (sq km)","2022","Mayo, Mayo","Number","26.9"
"Area (sq km)","2022","Meelick, Mayo","Number","24.6"
"Area (sq km)","2022","Mount Falcon, Mayo","Number","37.9"
"Area (sq km)","2022","Muingnabo, Mayo","Number","63.3"
"Area (sq km)","2022","Muings, Mayo","Number","33.1"
"Area (sq km)","2022","Murneen, Mayo","Number","23.8"
"Area (sq km)","2022","Neale, Mayo","Number","49.2"
"Area (sq km)","2022","Newbrook, Mayo","Number","37.2"
"Area (sq km)","2022","Newport East, Mayo","Number","38.3"
"Area (sq km)","2022","Newport West, Mayo","Number","69.3"
"Area (sq km)","2022","Owenbrin, Mayo","Number","60.3"
"Area (sq km)","2022","Owennadornaun/Bundorragha, Mayo","Number","71"
"Area (sq km)","2022","Pontoon, Mayo","Number","49.6"
"Area (sq km)","2022","Portroyal, Mayo","Number","45.9"
"Area (sq km)","2022","Rathhill, Mayo","Number","41.3"
"Area (sq km)","2022","Rathoma, Mayo","Number","17.6"
"Area (sq km)","2022","Roslee, Mayo","Number","16.5"
"Area (sq km)","2022","Sallymount, Mayo","Number","29.4"
"Area (sq km)","2022","Sheskin/Bunaveela/Glenco, Mayo","Number","217.7"
"Area (sq km)","2022","Shrule, Mayo","Number","41.7"
"Area (sq km)","2022","Slievemahanagh, Mayo","Number","58.7"
"Area (sq km)","2022","Slievemore, Mayo","Number","72"
"Area (sq km)","2022","Sonnagh, Mayo","Number","39.5"
"Area (sq km)","2022","Sraheen, Mayo","Number","25.9"
"Area (sq km)","2022","Srahmore, Mayo","Number","86"
"Area (sq km)","2022","Strade, Mayo","Number","35.5"
"Area (sq km)","2022","Swineford, Mayo","Number","40.1"
"Area (sq km)","2022","Tagheen, Mayo","Number","12"
"Area (sq km)","2022","Tawnynagry, Mayo","Number","35.2"
"Area (sq km)","2022","Toocananagh, Mayo","Number","16.2"
"Area (sq km)","2022","Toomore, Mayo","Number","35.6"
"Area (sq km)","2022","Tumgesh, Mayo","Number","28.8"
"Area (sq km)","2022","Turlough, Mayo","Number","31.2"
"Area (sq km)","2022","Urlaur, Mayo","Number","40.8"
"Area (sq km)","2022","Westport Rural, Mayo","Number","13.7"
"Area (sq km)","2022","Westport Urban, Mayo","Number","8.1"
"Area (sq km)","2022","Aghafin, Roscommon","Number","17.7"
"Area (sq km)","2022","Annaghmore, Roscommon","Number","18.2"
"Area (sq km)","2022","Artagh North, Roscommon","Number","37.6"
"Area (sq km)","2022","Artagh South, Roscommon","Number","36.1"
"Area (sq km)","2022","Athleague East, Roscommon","Number","27.8"
"Area (sq km)","2022","Athleague West, Roscommon","Number","23.4"
"Area (sq km)","2022","Athlone West Rural, Roscommon","Number","19.5"
"Area (sq km)","2022","Aughrim East, Roscommon","Number","20.6"
"Area (sq km)","2022","Aughrim West, Roscommon","Number","18.5"
"Area (sq km)","2022","Ballaghaderreen, Roscommon","Number","44.6"
"Area (sq km)","2022","Ballinlough, Roscommon","Number","50.8"
"Area (sq km)","2022","Ballintober, Roscommon","Number","39.1"
"Area (sq km)","2022","Ballydangan, Roscommon","Number","32"
"Area (sq km)","2022","Ballyfarnan, Roscommon","Number","7.6"
"Area (sq km)","2022","Ballyformoyle, Roscommon","Number","12.2"
"Area (sq km)","2022","Ballygarden, Roscommon","Number","18.5"
"Area (sq km)","2022","Ballynamona, Roscommon","Number","19.9"
"Area (sq km)","2022","Baslick, Roscommon","Number","17.1"
"Area (sq km)","2022","Bellanagare, Roscommon","Number","50.2"
"Area (sq km)","2022","Boyle Rural, Roscommon","Number","26.1"
"Area (sq km)","2022","Boyle Urban, Roscommon","Number","3"
"Area (sq km)","2022","Breedoge, Roscommon","Number","19"
"Area (sq km)","2022","Buckill, Roscommon","Number","22.7"
"Area (sq km)","2022","Bumlin, Roscommon","Number","24.2"
"Area (sq km)","2022","Caltragh, Roscommon","Number","14.5"
"Area (sq km)","2022","Cams, Roscommon","Number","24.4"
"Area (sq km)","2022","Carnagh, Roscommon","Number","31.6"
"Area (sq km)","2022","Carrowduff, Roscommon","Number","18.4"
"Area (sq km)","2022","Carrowreagh, Roscommon","Number","28.4"
"Area (sq km)","2022","Castleplunket, Roscommon","Number","37.4"
"Area (sq km)","2022","Castlereagh, Roscommon","Number","40.1"
"Area (sq km)","2022","Castlesampson, Roscommon","Number","28.6"
"Area (sq km)","2022","Castleteheen, Roscommon","Number","20.4"
"Area (sq km)","2022","Cloonburren, Roscommon","Number","18"
"Area (sq km)","2022","Cloonfinlough, Roscommon","Number","18"
"Area (sq km)","2022","Cloonfower, Roscommon","Number","34.5"
"Area (sq km)","2022","Cloonown, Roscommon","Number","11.3"
"Area (sq km)","2022","Cloonteen, Roscommon","Number","18.1"
"Area (sq km)","2022","Cloontuskert, Roscommon","Number","30.2"
"Area (sq km)","2022","Cloonygormican, Roscommon","Number","27.6"
"Area (sq km)","2022","Cloonyquin, Roscommon","Number","21.2"
"Area (sq km)","2022","Coolougher, Roscommon","Number","38.2"
"Area (sq km)","2022","Crannagh, Roscommon","Number","25.6"
"Area (sq km)","2022","Creagh, Roscommon","Number","28.2"
"Area (sq km)","2022","Creeve, Roscommon, 197046","Number","14.2"
"Area (sq km)","2022","Creeve, Roscommon, 197047","Number","13.9"
"Area (sq km)","2022","Cregga, Roscommon","Number","14.6"
"Area (sq km)","2022","Croghan, Roscommon","Number","24"
"Area (sq km)","2022","Crossna, Roscommon","Number","18"
"Area (sq km)","2022","Culliagh, Roscommon","Number","15.9"
"Area (sq km)","2022","Danesfort, Roscommon","Number","13.3"
"Area (sq km)","2022","Drumdaff, Roscommon","Number","20.8"
"Area (sq km)","2022","Drumlosh, Roscommon","Number","12.7"
"Area (sq km)","2022","Dunamon, Roscommon","Number","20.9"
"Area (sq km)","2022","Dysart, Roscommon","Number","23.8"
"Area (sq km)","2022","Edmondstown, Roscommon","Number","33.4"
"Area (sq km)","2022","Elia, Roscommon","Number","11.4"
"Area (sq km)","2022","Elphin, Roscommon","Number","15.2"
"Area (sq km)","2022","Estersnow, Roscommon","Number","12"
"Area (sq km)","2022","Fairymount, Roscommon","Number","33.5"
"Area (sq km)","2022","Frenchpark, Roscommon","Number","33.3"
"Area (sq km)","2022","Fuerty, Roscommon","Number","31.6"
"Area (sq km)","2022","Keadew, Roscommon","Number","23.4"
"Area (sq km)","2022","Kilbride North, Roscommon","Number","20.4"
"Area (sq km)","2022","Kilbride South, Roscommon","Number","27.3"
"Area (sq km)","2022","Kilbryan, Roscommon","Number","26.4"
"Area (sq km)","2022","Kilcar, Roscommon","Number","15.7"
"Area (sq km)","2022","Kilgefin, Roscommon","Number","21.3"
"Area (sq km)","2022","Kilglass North, Roscommon","Number","27.1"
"Area (sq km)","2022","Kilglass South, Roscommon","Number","24.8"
"Area (sq km)","2022","Killavackan, Roscommon","Number","13.8"
"Area (sq km)","2022","Killukin, Roscommon, 197074","Number","11.9"
"Area (sq km)","2022","Killukin, Roscommon, 197075","Number","16.7"
"Area (sq km)","2022","Killummod, Roscommon","Number","12.2"
"Area (sq km)","2022","Kilmacumsy/Kilcolagh, Roscommon","Number","30.2"
"Area (sq km)","2022","Kilmore, Roscommon","Number","19.1"
"Area (sq km)","2022","Kilteevan, Roscommon","Number","36.1"
"Area (sq km)","2022","Kiltoom, Roscommon","Number","32.2"
"Area (sq km)","2022","Kiltullagh, Roscommon","Number","44.7"
"Area (sq km)","2022","Lackan, Roscommon","Number","23.4"
"Area (sq km)","2022","Lecarrow, Roscommon","Number","25.6"
"Area (sq km)","2022","Lisgarve/Mantua, Roscommon","Number","32.2"
"Area (sq km)","2022","Lismaha, Roscommon","Number","25"
"Area (sq km)","2022","Lissonuffy, Roscommon","Number","28.4"
"Area (sq km)","2022","Lough Allen/Altagowlan, Roscommon","Number","20.5"
"Area (sq km)","2022","Loughglinn, Roscommon","Number","33.6"
"Area (sq km)","2022","Moore, Roscommon","Number","20.3"
"Area (sq km)","2022","Mote, Roscommon","Number","32.9"
"Area (sq km)","2022","Oakport, Roscommon","Number","15.6"
"Area (sq km)","2022","Ogulla, Roscommon","Number","19.7"
"Area (sq km)","2022","Rockhill, Roscommon","Number","19.8"
"Area (sq km)","2022","Rockingham, Roscommon","Number","31"
"Area (sq km)","2022","Roosky, Roscommon","Number","21.3"
"Area (sq km)","2022","Roscommon Rural, Roscommon","Number","44.9"
"Area (sq km)","2022","Roscommon Urban, Roscommon","Number","1.5"
"Area (sq km)","2022","Rosmoylan, Roscommon","Number","18.9"
"Area (sq km)","2022","Rossmore, Roscommon","Number","18.1"
"Area (sq km)","2022","Rushfield, Roscommon","Number","20.4"
"Area (sq km)","2022","Scregg, Roscommon","Number","18.5"
"Area (sq km)","2022","Strokestown, Roscommon","Number","18.1"
"Area (sq km)","2022","Taghboy, Roscommon","Number","18.1"
"Area (sq km)","2022","Taghmaconnell, Roscommon","Number","19.1"
